objectid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
col010_00083,Firefighters and Paramedics Respond to Accident,Meridian Quick Response Unit/Meridian Fire Department ,1994-08-09,Fighterfighters and Paramedics respond to an accident,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00083.jpg,/objects/small/col010_mfdimages_00083_sm.jpg,/objects/thumbs/col010_mfdimages_00083_th.jpg,,
col010_00084,Firefighters Respond to Kuna & Lake Hazel Extraction,Meridian Quick Response Unit/Meridian Fire Department ,1994-08-08,Meridian Firefighters respond to Kuna and Lake Hazel Extraction,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00084.jpg,/objects/small/col010_mfdimages_00084_sm.jpg,/objects/thumbs/col010_mfdimages_00084_th.jpg,,
col010_00085,Firefighters Respond to Kuna & Lake Hazel Extraction,Meridian Quick Response Unit/Meridian Fire Department ,1994-08-08,Meridian Firefighters respond to Kuna and Lake Hazel Extraction,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00085.jpg,/objects/small/col010_mfdimages_00085_sm.jpg,/objects/thumbs/col010_mfdimages_00085_th.jpg,,
col010_00086,Meridian Firefighters Help Nampa Firefighters on Extraction,Meridian Quick Response Unit/Meridian Fire Department ,1994-08-18,Meridian firefighters help Nampa Firefighters with an extraction on I-84. ,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00086.jpg,/objects/small/col010_mfdimages_00086_sm.jpg,/objects/thumbs/col010_mfdimages_00086_th.jpg,,
col010_00087,Meridian Firefighters Help Nampa Firefighters on Extraction,Meridian Quick Response Unit/Meridian Fire Department ,1994-08-18,Meridian firefighters help Nampa Firefighters with an extraction on I-84. ,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1986-1994,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00087.jpg,/objects/small/col010_mfdimages_00087_sm.jpg,/objects/thumbs/col010_mfdimages_00087_th.jpg,,
col010_00088,Meridian Fire Chief Kenny Bowers & Fireman Rod Shaul,The Valley News ,1994-01-20,Meridian Fire Chief Kenny Bowers (left) with Meridian Fireman Rod Shaul,"Chief, Fire; Firefighters ","Meridian, Idaho",,,"The Valley News January 20, 1994 Vol. 91, No. 3, pg 1, found in Meridian Fire Department Scrapbook 1986-1994",,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00088.jpg,/objects/small/col010_mfdimages_00088_sm.jpg,/objects/thumbs/col010_mfdimages_00088_th.jpg,,
col010_00089,New Full-Time Meridian Fireman Sam McEvoy ,The Valley News,1994-01-20,"Sam McEvoy, one of the two paid new full-time hires at the Meridian Fire Department.",Firefighters,"Meridian, Idaho",,,"The Valley News January 20, 1994 Vol. 91, No. 3, pg 3, found in Meridian Fire Department Scrapbook 1986-1994",,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00089.jpg,/objects/small/col010_mfdimages_00089_sm.jpg,/objects/thumbs/col010_mfdimages_00089_th.jpg,,
col010_00090,Meridian Fire Department Fireman of the Year & Rookie Volunteer of the Year,The Valley News,1994-12-15,The Valley News covers Rodney Shaul (Meridian Fire Department Fireman of the Year) and Tommy Thibault (Meridian Fire Department Rookie Volunteer of the Year),Firefighters,"Meridian, Idaho",,,"The Valley News, December 15, 1994, found in Meridian Fire Department Scrapbook 1986-1994",,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00090.jpg,/objects/small/col010_mfdimages_00090_sm.jpg,/objects/thumbs/col010_mfdimages_00090_th.jpg,,
col010_00091,Volunteer Fireman Passes Out Candy at Winter Parade,Unknown Newspaper Source/Meridian Quick Response Unit/Meridian Fire Department ,1994-12-20,Meridian Volunteer fireman Tim Larsen passes out candy at Meridian’s Winterland Parade ,Firefighters,"Meridian, Idaho",,,"Newspaper headline and photo found in Meridian Fire Department Scrapbook 1986-1994, newspaper unknown",,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00091.jpg,/objects/small/col010_mfdimages_00091_sm.jpg,/objects/thumbs/col010_mfdimages_00091_th.jpg,,
col010_00092,Meridian Fireman at the Scene of an Accident with Life Flight,Meridian Quick Response Unit/Meridian Fire Department ,1995,"A Meridian fireman at the scene of an accident, with an ambulance and Life Flight",Firefighters; Emergency medical services; Emergency medical personnel; Helicopter ambulances,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1995,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00092.jpg,/objects/small/col010_mfdimages_00092_sm.jpg,/objects/thumbs/col010_mfdimages_00092_th.jpg,,
col010_00093,Meridian Firemen Help Out at Scene of Accident,Meridian Quick Response Unit/Meridian Fire Department ,1995, Multiple Meridian firemen and a paramedic help out at the scene of an accident.,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1995,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00093.jpg,/objects/small/col010_mfdimages_00093_sm.jpg,/objects/thumbs/col010_mfdimages_00093_th.jpg,,
col010_00094,Rodney Shaul: Meridian Fireman of the Year,The Valley News,1995,"Rodney Shaul, Fireman of the Year in The Valley Times newspaper (January 1995)",Firefighters,"Meridian, Idaho",,,"The Valley Times, January 1995 newspaper clipping found in Meridian Fire Department Scrapbook 1995",,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00094.jpg,/objects/small/col010_mfdimages_00094_sm.jpg,/objects/thumbs/col010_mfdimages_00094_th.jpg,,
col010_00095,Tommy Thibault: Meridian Rookie Volunteer of the Year,The Valley News,1995,"Tommy Thibault, Rookie Volunteer Fireman of the Year, in The Valley Times newspaper (January 1995)",Firefighters ,"Meridian, Idaho",,,"The Valley Times, January 1995 newspaper clipping found in Meridian Fire Department Scrapbook 1995",,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00095.jpg,/objects/small/col010_mfdimages_00095_sm.jpg,/objects/thumbs/col010_mfdimages_00095_th.jpg,,
col010_00096,Nick Corral: Meridian Full-Time Fireman,The Valley News,1995-11-16,Picture from Valley Times newspaper in which they report on Meridian fireman Nick Corral being promoted to the position of full-time fireman after being a volunteer fireman. ,"Firefighters, volunteer fire departments","Meridian, Idaho",,,"November 16, 1995 newspaper clipping found in Meridian Fire Department Scrapbook 1995, newspaper unknown",,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00096.jpg,/objects/small/col010_mfdimages_00096_sm.jpg,/objects/thumbs/col010_mfdimages_00096_th.jpg,,
col010_00097,Blake Campbell: Meridian Full-Time Fireman,The Valley News,1995-11-16,Picture from Valley Times newspaper in which they report on Meridian fireman Blake Campbell being promoted to the position of full-time fireman after being a volunteer fireman. ,"Firefighters, volunteer fire departments","Meridian, Idaho",,,"November 16, 1995 newspaper clipping found in Meridian Fire Department Scrapbook 1995, newspaper unknown",,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00097.jpg,/objects/small/col010_mfdimages_00097_sm.jpg,/objects/thumbs/col010_mfdimages_00097_th.jpg,,
col010_00098,Meridian Fire Department New Rescue Squad Vehicle ,Loren Roberts/The Valley News,1995-12-28,"Meridian Fire Chief Kenny Bowers (left) and Rodney Shaul with the department’s new Rescue Squad vehicle. Valley News-Times December 28, 1995, photo by Loren Roberts.","Fire Trucks; Firefighters; Chief, Fire","Meridian, Idaho",,,The Valley News newspaper clipping found in Meridian Fire Department Scrapbook 1995,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00098.jpg,/objects/small/col010_mfdimages_00098_sm.jpg,/objects/thumbs/col010_mfdimages_00098_th.jpg,,
col010_00099,Meridian Firefighters Become Emergency Medical Technicians ,Katherine Jones/Idaho Statesman,1995-07-01,"A group of Meridian firefighters that became Emergency Medical Technicians, from The Idaho Statesman, July 1, 1995, photo by Katherine Jones.",Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,"The Idaho Statesman July 1, 1995 newspaper clipping found in Meridian Fire Department Scrapbook 1995",,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00099.jpg,/objects/small/col010_mfdimages_00099_sm.jpg,/objects/thumbs/col010_mfdimages_00099_th.jpg,,
col010_00100,Meridian Fire Department Responds to Accident on S Eagle Rd,Meridian Quick Response Unit/Meridian Fire Department ,1995-04-11,"Meridian Fire Department responds to an accident on April 11, 1995 near 2400 S Eagle Rd.",Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1995,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00100.jpg,/objects/small/col010_mfdimages_00100_sm.jpg,/objects/thumbs/col010_mfdimages_00100_th.jpg,,
col010_00101,Meridian Fire Department Responds to Accident near Ustick & Curt,Meridian Quick Response Unit/Meridian Fire Department ,1995-05-25,"Meridian Fire Department responds to an accident on May 25, 1995, near Ustick and Curt",Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1995,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00101.jpg,/objects/small/col010_mfdimages_00101_sm.jpg,/objects/thumbs/col010_mfdimages_00101_th.jpg,,
col010_00102,Meridian Fire Department Responds to Accident on Eagle Road,Chris Butler/The Idaho Statesman,1996,"Meridian Fire Department assists in a traffic accident on Eagle Road near I-84, December 1996 (date not on newspaper clipping). Photo by Chris Butler, The Idaho Statesman.",Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,"The Idaho Statesman, newspaper clipping found in Meridian Fire Department Scrapbook 1996-1999",,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00102.jpg,/objects/small/col010_mfdimages_00102_sm.jpg,/objects/thumbs/col010_mfdimages_00102_th.jpg,,
col010_00103,Rod Shaul of Meridian Fire Department Dishes Up Chili ,Troy Maben/The Idaho Statesman,1996-01-27,"January 27, 1996: Rod Shaul, Meridian Fire Department, dishes up the “Firehouse Chili,” at a Chili Cookoff benefiting the Meridian Chamber of Commerce, in which MFD won the “People’s Choice” award. MFD had been recognized in past cookoffs for their great chili. Terry Hawkins, a volunteer firefighter, was the owner of the recipe. Photo by Troy Maben of the Idaho Statesman; see “Chefs concoct some hot stuff for annual Meridian Chili Cookoff” by Colleen LaMay and Photos by Troy Maben, Sunday January 28, 1996, page B-1 (local section) ",Firefighters; Fundraisers; Fund Raising,"Meridian, Idaho",,,"""Chefs concoct some hot stuff for annual Meridian Chili Cookoff,"" by Colleen LaMay and Photos by Troy Maben, The Idaho Statesman January 28, 1996, found in Meridian Fire Department Scrapbook 1996-1999",,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00103.jpg,/objects/small/col010_mfdimages_00103_sm.jpg,/objects/thumbs/col010_mfdimages_00103_th.jpg,,
col010_00104,Christ Lutheran Church Donates to Meridian Fire Department Burnout Fund,Geneva Trent/The Valley News-Times,1996,"Christ Luthern Church in Meridian presents a $500 check to the Meridian Fire Department for their Burnout Fund, which helps families who have lost everything from fire. Fireman Brian Zimmerman is on the far left, Next to Zimmerman in the front row from left to right are: Elizabeth Pacella, Alison Collins, Payton Hoerne, Ashlen Pacella and Rachel Pacella; 2nd row: Andy Cutler holding Nicole Collins, Tom Cutton, Andy Lambrecht, and Jennifer Bokenkamp. The three firemen in the back row are Mike Zumwalt, Ken Welborn and Drew Young. ",Firefighters; Fundraisers; Fund Raising,"Meridian, Idaho",,,"The Valley News-Times with Photo by Geneva Trent, date unknown by clipping found in Meridian Fire Department Scrapbook 1996-1999",,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00104.jpg,/objects/small/col010_mfdimages_00104_sm.jpg,/objects/thumbs/col010_mfdimages_00104_th.jpg,,
col010_00105,Inside the Meridian Fire Station Garage ,Meridian Quick Response Unit/Meridian Fire Department ,1996,Inside the Meridian Fire Station Garage,Fire Trucks,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1996-1999,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00105.jpg,/objects/small/col010_mfdimages_00105_sm.jpg,/objects/thumbs/col010_mfdimages_00105_th.jpg,,
col010_00106,Meridian Fighfighters Assist in an Accident ,Meridian Quick Response Unit/Meridian Fire Department ,1996,Meridian Firefighters assist with a traffic accident,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1996-1999,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00106.jpg,/objects/small/col010_mfdimages_00106_sm.jpg,/objects/thumbs/col010_mfdimages_00106_th.jpg,,
col010_00107,Fireman Rod Shaul Refils Tanker,Ktherine Jones/The Idaho Statesman,1997-07-24,"Firefighter Rod Shaul refills the tanker on standby during a haystack fire on Black Cat Road, Photo by Katherine Jones of The Idaho Statesman. See “Fire department awaits first contract,” The Idaho Statesman July 24, 1997 page 3B","Fire Trucks, Firefighters","Meridian, Idaho",,,"""Fire department awaits first contract,” The Idaho Statesman July 24, 1997 page 3B, photo by Katherine Jones, clipping in Meridian Fire Department Scrapbook 1996-1999",,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00107.jpg,/objects/small/col010_mfdimages_00107_sm.jpg,/objects/thumbs/col010_mfdimages_00107_th.jpg,,
col010_00108,Meridian Firefighters on Scene of an Accident,Meridian Quick Response Unit/Meridian Fire Department ,1998,Meridian Firefighters on the scene of a traffic accident,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1996-1999,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00108.jpg,/objects/small/col010_mfdimages_00108_sm.jpg,/objects/thumbs/col010_mfdimages_00108_th.jpg,,
col010_00109,Meridian Fire Department Christmas Party ,Meridian Quick Response Unit/Meridian Fire Department ,1998,Meridian Fire Department Christmas Party ,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1996-1999,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00109.jpg,/objects/small/col010_mfdimages_00109_sm.jpg,/objects/thumbs/col010_mfdimages_00109_th.jpg,,
col010_00110,Meridian Fire Department Christmas Party ,Meridian Quick Response Unit/Meridian Fire Department ,1998,Meridian Fire Department Christmas Party ,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1996-1999,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00110.jpg,/objects/small/col010_mfdimages_00110_sm.jpg,/objects/thumbs/col010_mfdimages_00110_th.jpg,,
col010_00111,Meridian Fire Department Christmas Party ,Meridian Quick Response Unit/Meridian Fire Department ,1998,Meridian Fire Department Christmas Party ,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1996-1999,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00111.jpg,/objects/small/col010_mfdimages_00111_sm.jpg,/objects/thumbs/col010_mfdimages_00111_th.jpg,,
col010_00112,Meridian Fire Department Christmas Party ,Meridian Quick Response Unit/Meridian Fire Department ,1998,Meridian Fire Department Christmas Party ,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1996-1999,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00112.jpg,/objects/small/col010_mfdimages_00112_sm.jpg,/objects/thumbs/col010_mfdimages_00112_th.jpg,,
col010_00113,Meridian Fire Department Christmas Party ,Meridian Quick Response Unit/Meridian Fire Department ,1998,Meridian Fire Department Christmas Party ,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1996-1999,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00113.jpg,/objects/small/col010_mfdimages_00113_sm.jpg,/objects/thumbs/col010_mfdimages_00113_th.jpg,,
col010_00114,Meridian Fire Department Christmas Party ,Meridian Quick Response Unit/Meridian Fire Department ,1998,Meridian Fire Department Christmas Party ,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1996-1999,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00114.jpg,/objects/small/col010_mfdimages_00114_sm.jpg,/objects/thumbs/col010_mfdimages_00114_th.jpg,,
col010_00115,Meridian Fire Department Christmas Party ,Meridian Quick Response Unit/Meridian Fire Department ,1998,Meridian Fire Department Christmas Party ,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1996-1999,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00115.jpg,/objects/small/col010_mfdimages_00115_sm.jpg,/objects/thumbs/col010_mfdimages_00115_th.jpg,,
col010_00116,Meridian Fire Department Christmas Party ,Meridian Quick Response Unit/Meridian Fire Department ,1998,Meridian Fire Department Christmas Party ,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1996-1999,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00116.jpg,/objects/small/col010_mfdimages_00116_sm.jpg,/objects/thumbs/col010_mfdimages_00116_th.jpg,,
col010_00117,Meridian Fire Department Christmas Party ,Meridian Quick Response Unit/Meridian Fire Department ,1998,Meridian Fire Department Christmas Party ,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1996-1999,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00117.jpg,/objects/small/col010_mfdimages_00117_sm.jpg,/objects/thumbs/col010_mfdimages_00117_th.jpg,,
col010_00118,Meridian Fire Department Christmas Party ,Meridian Quick Response Unit/Meridian Fire Department ,1998,Meridian Fire Department Christmas Party ,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1996-1999,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00118.jpg,/objects/small/col010_mfdimages_00118_sm.jpg,/objects/thumbs/col010_mfdimages_00118_th.jpg,,
col010_00119,Meridian Fire Department Christmas Party ,Meridian Quick Response Unit/Meridian Fire Department ,1998,Meridian Fire Department Christmas Party ,Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1996-1999,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00119.jpg,/objects/small/col010_mfdimages_00119_sm.jpg,/objects/thumbs/col010_mfdimages_00119_th.jpg,,
col010_00120,Santa Rides Meridian Fire Rescue Truck,Meridian Quick Response Unit/Meridian Fire Department ,1998,Santa Drives Meridian Fire Rescue Truck,Fire Trucks; Firefighters; Emergency medical services; Emergency medical personnel,"Meridian, Idaho",,,Meridian Fire Department Scrapbook 1996-1999,,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00120.jpg,/objects/small/col010_mfdimages_00120_sm.jpg,/objects/thumbs/col010_mfdimages_00120_th.jpg,,
col010_00121,Meridian Fire Department Assistant Fire Chief Joe Silva,Darin Oswald/The Idaho Statesman,1999-12-21,"Meridian Fire Department’s new Assistant Fire Chief, Joe Silva, December 21, 1999, Photo by Darin Oswald of The Idaho Statesman, see “Meridian firefighter takes on a big job,” December 21, 1999, page 2B","Chief, Fire; Firefighters ","Meridian, Idaho",,,"“Meridian firefighter takes on a big job,” The Idaho Statesman December 21, 1999, page 2B, photo by Darin Oswald, found in Meridian Fire Department Scrapbook 1996-1999",,Image;StillImage,image/jpeg,,"For educational and research use only. Copyright restrictions may apply. User is responsible for all copyright compliance. Please contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col010_mfdimages_00121.jpg,/objects/small/col010_mfdimages_00121_sm.jpg,/objects/thumbs/col010_mfdimages_00121_th.jpg,,
